,year,name,gender,count
1223,1880,Spencer,M,35
1224,1880,Burton,M,34
1225,1880,Don,M,34
1226,1880,Emmet,M,34
1227,1880,Gustav,M,33
1228,1880,Louie,M,33
1229,1880,Morgan,M,33
1230,1880,Ned,M,33
1231,1880,Van,M,33
1232,1880,Ambrose,M,32
1233,1880,Chauncey,M,32
1234,1880,Elisha,M,32
1235,1880,Ferdinand,M,32
1236,1880,General,M,32
1237,1880,Julian,M,32
1238,1880,Kenneth,M,32
1239,1880,Mitchell,M,32
1240,1880,Allie,M,31
1241,1880,Josh,M,31
1242,1880,Judson,M,31
1243,1880,Lyman,M,31
1244,1880,Napoleon,M,31
1245,1880,Pedro,M,31
1246,1880,Berry,M,30
1247,1880,Dewitt,M,30
1248,1880,Ervin,M,30
1249,1880,Forest,M,30
1250,1880,Lynn,M,30
1251,1880,Pink,M,30
1252,1880,Ruben,M,30
1253,1880,Sanford,M,30
1254,1880,Ward,M,30
1255,1880,Douglas,M,29
1256,1880,Ole,M,29
1257,1880,Omer,M,29
1258,1880,Ulysses,M,29
1259,1880,Walker,M,29
1260,1880,Wilbert,M,29
1261,1880,Adelbert,M,28
1262,1880,Benjiman,M,28
1263,1880,Ivan,M,28
1264,1880,Jonas,M,28
1265,1880,Major,M,28
1266,1880,Abner,M,27
1267,1880,Archibald,M,27
1268,1880,Caleb,M,27
1269,1880,Clint,M,27
1270,1880,Dudley,M,27
1271,1880,Granville,M,27
1272,1880,King,M,27
1273,1880,Mary,M,27
1274,1880,Merton,M,27
1275,1880,Antonio,M,26
1276,1880,Bennie,M,26
1277,1880,Carroll,M,26
1278,1880,Freeman,M,26
1279,1880,Josiah,M,26
1280,1880,Milo,M,26
1281,1880,Royal,M,26
1282,1880,Dick,M,25
1283,1880,Earle,M,25
1284,1880,Elza,M,25
1285,1880,Emerson,M,25
1286,1880,Fletcher,M,25
1287,1880,Judge,M,25
1288,1880,Laurence,M,25
1289,1880,Roger,M,25
1290,1880,Seth,M,25
1291,1880,Glen,M,24
1292,1880,Hugo,M,24
1293,1880,Jimmie,M,24
1294,1880,Johnnie,M,24
1295,1880,Neil,M,24
1296,1880,Washington,M,24
1297,1880,Elwood,M,23
1298,1880,Gust,M,23
1299,1880,Harmon,M,23
1300,1880,Jordan,M,23
1301,1880,Simeon,M,23
1302,1880,Wayne,M,23
1303,1880,Wilber,M,23
1304,1880,Clem,M,22
1305,1880,Evan,M,22
1306,1880,Frederic,M,22
1307,1880,Irwin,M,22
1308,1880,Junius,M,22
1309,1880,Lafayette,M,22
1310,1880,Loren,M,22
1311,1880,Madison,M,22
1312,1880,Mason,M,22
1313,1880,Orval,M,22
1314,1880,Abram,M,21
1315,1880,Aubrey,M,21
1316,1880,Elliott,M,21
1317,1880,Hans,M,21
1318,1880,Karl,M,21
1319,1880,Minor,M,21
1320,1880,Wash,M,21
1321,1880,Wilfred,M,21
1322,1880,Allan,M,20
1323,1880,Alphonse,M,20
1324,1880,Dallas,M,20
1325,1880,Dee,M,20
1326,1880,Isiah,M,20
1327,1880,Jason,M,20
1328,1880,Johnny,M,20
1329,1880,Lawson,M,20
1330,1880,Lew,M,20
1331,1880,Micheal,M,20
1332,1880,Orin,M,20
1333,1880,Addison,M,19
1334,1880,Cal,M,19
1335,1880,Erastus,M,19
1336,1880,Francisco,M,19
1337,1880,Hardy,M,19
1338,1880,Lucien,M,19
1339,1880,Randolph,M,19
1340,1880,Stewart,M,19
1341,1880,Vern,M,19
1342,1880,Wilmer,M,19
1343,1880,Zack,M,19
1344,1880,Adrian,M,18
1345,1880,Alvah,M,18
1346,1880,Bertram,M,18
1347,1880,Clay,M,18
1348,1880,Ephraim,M,18
1349,1880,Fritz,M,18
1350,1880,Giles,M,18
1351,1880,Grover,M,18
1352,1880,Harris,M,18
1353,1880,Isom,M,18
1354,1880,Jesus,M,18
1355,1880,Johnie,M,18
1356,1880,Jonathan,M,18
1357,1880,Lucian,M,18
1358,1880,Malcolm,M,18
1359,1880,Merritt,M,18
1360,1880,Otho,M,18
1361,1880,Perley,M,18
1362,1880,Rolla,M,18
1363,1880,Sandy,M,18
1364,1880,Tomas,M,18
1365,1880,Wilford,M,18
1366,1880,Adolphus,M,17
1367,1880,Angus,M,17
1368,1880,Arther,M,17
1369,1880,Carlos,M,17
1370,1880,Cary,M,17
1371,1880,Cassius,M,17
1372,1880,Davis,M,17
1373,1880,Hamilton,M,17
1374,1880,Harve,M,17
1375,1880,Israel,M,17
1376,1880,Leander,M,17
1377,1880,Melville,M,17
1378,1880,Merle,M,17
1379,1880,Murray,M,17
1380,1880,Pleasant,M,17
1381,1880,Sterling,M,17
1382,1880,Steven,M,17
1383,1880,Axel,M,16
1384,1880,Boyd,M,16
1385,1880,Bryant,M,16
1386,1880,Clement,M,16
1387,1880,Erwin,M,16
1388,1880,Ezekiel,M,16
1389,1880,Foster,M,16
1390,1880,Frances,M,16
1391,1880,Geo,M,16
1392,1880,Houston,M,16
1393,1880,Issac,M,16
1394,1880,Jules,M,16
1395,1880,Larkin,M,16
1396,1880,Mat,M,16
1397,1880,Morton,M,16
1398,1880,Orlando,M,16
1399,1880,Pierce,M,16
1400,1880,Prince,M,16
1401,1880,Rollie,M,16
1402,1880,Rollin,M,16
1403,1880,Sim,M,16
1404,1880,Stuart,M,16
1405,1880,Wilburn,M,16
1406,1880,Bennett,M,15
1407,1880,Casper,M,15
1408,1880,Christ,M,15
1409,1880,Dell,M,15
1410,1880,Egbert,M,15
1411,1880,Elmo,M,15
1412,1880,Fay,M,15
1413,1880,Gabriel,M,15
1414,1880,Hector,M,15
1415,1880,Horatio,M,15
1416,1880,Lige,M,15
1417,1880,Saul,M,15
1418,1880,Smith,M,15
1419,1880,Squire,M,15
1420,1880,Tobe,M,15
1421,1880,Tommie,M,15
1422,1880,Wyatt,M,15
1423,1880,Alford,M,14
1424,1880,Alma,M,14
1425,1880,Alton,M,14
1426,1880,Andres,M,14
1427,1880,Burl,M,14
1428,1880,Cicero,M,14
1429,1880,Dean,M,14
1430,1880,Dorsey,M,14
1431,1880,Enos,M,14
1432,1880,Howell,M,14
1433,1880,Lou,M,14
1434,1880,Loyd,M,14
1435,1880,Mahlon,M,14
1436,1880,Nat,M,14
1437,1880,Omar,M,14
1438,1880,Oran,M,14
1439,1880,Parker,M,14
1440,1880,Raleigh,M,14
1441,1880,Reginald,M,14
1442,1880,Rubin,M,14
1443,1880,Seymour,M,14
1444,1880,Wm,M,14
1445,1880,Young,M,14
1446,1880,Benjamine,M,13
1447,1880,Carey,M,13
1448,1880,Carlton,M,13
1449,1880,Eldridge,M,13
1450,1880,Elzie,M,13
1451,1880,Garrett,M,13
1452,1880,Isham,M,13
1453,1880,Johnson,M,13
1454,1880,Larry,M,13
1455,1880,Logan,M,13
1456,1880,Merrill,M,13
1457,1880,Mont,M,13
1458,1880,Oren,M,13
1459,1880,Pierre,M,13
1460,1880,Rex,M,13
1461,1880,Rodney,M,13
1462,1880,Ted,M,13
1463,1880,Webster,M,13
1464,1880,West,M,13
1465,1880,Wheeler,M,13
1466,1880,Willam,M,13
1467,1880,Al,M,12
1468,1880,Aloysius,M,12
1469,1880,Alvie,M,12
1470,1880,Anna,M,12
1471,1880,Art,M,12
1472,1880,Augustine,M,12
1473,1880,Bailey,M,12
1474,1880,Benjaman,M,12
1475,1880,Beverly,M,12
1476,1880,Bishop,M,12
1477,1880,Clair,M,12
1478,1880,Cloyd,M,12
1479,1880,Coleman,M,12
1480,1880,Dana,M,12
1481,1880,Duncan,M,12
1482,1880,Dwight,M,12
1483,1880,Emile,M,12
1484,1880,Evert,M,12
1485,1880,Henderson,M,12
1486,1880,Hunter,M,12
1487,1880,Jean,M,12
1488,1880,Lem,M,12
1489,1880,Luis,M,12
1490,1880,Mathias,M,12
1491,1880,Maynard,M,12
1492,1880,Miguel,M,12
1493,1880,Mortimer,M,12
1494,1880,Nels,M,12
1495,1880,Norris,M,12
1496,1880,Pat,M,12
1497,1880,Phil,M,12
1498,1880,Rush,M,12
1499,1880,Santiago,M,12
1500,1880,Sol,M,12
1501,1880,Sydney,M,12
1502,1880,Thaddeus,M,12
1503,1880,Thornton,M,12
1504,1880,Tim,M,12
1505,1880,Travis,M,12
1506,1880,Truman,M,12
1507,1880,Watson,M,12
1508,1880,Webb,M,12
1509,1880,Wellington,M,12
1510,1880,Winfred,M,12
1511,1880,Wylie,M,12
1512,1880,Alec,M,11
1513,1880,Basil,M,11
1514,1880,Baxter,M,11
1515,1880,Bertrand,M,11
1516,1880,Buford,M,11
1517,1880,Burr,M,11
1518,1880,Cleveland,M,11
1519,1880,Colonel,M,11
1520,1880,Dempsey,M,11
1521,1880,Early,M,11
1522,1880,Ellsworth,M,11
1523,1880,Fate,M,11
1524,1880,Finley,M,11
1525,1880,Gabe,M,11
1526,1880,Garland,M,11
1527,1880,Gerald,M,11
1528,1880,Herschel,M,11
1529,1880,Hezekiah,M,11
1530,1880,Justus,M,11
1531,1880,Lindsey,M,11
1532,1880,Marcellus,M,11
1533,1880,Olaf,M,11
1534,1880,Olin,M,11
1535,1880,Pablo,M,11
1536,1880,Rolland,M,11
1537,1880,Turner,M,11
1538,1880,Verne,M,11
1539,1880,Volney,M,11
1540,1880,Williams,M,11
1541,1880,Almon,M,10
1542,1880,Alois,M,10
1543,1880,Alonza,M,10
1544,1880,Anson,M,10
1545,1880,Authur,M,10
1546,1880,Benton,M,10
1547,1880,Billie,M,10
1548,1880,Cornelious,M,10
1549,1880,Darius,M,10
1550,1880,Denis,M,10
1551,1880,Dillard,M,10
1552,1880,Doctor,M,10
1553,1880,Elvin,M,10
1554,1880,Emma,M,10
1555,1880,Eric,M,10
1556,1880,Evans,M,10
1557,1880,Gideon,M,10
1558,1880,Haywood,M,10
1559,1880,Hilliard,M,10
1560,1880,Hosea,M,10
1561,1880,Lincoln,M,10
1562,1880,Lonzo,M,10
1563,1880,Lucious,M,10
1564,1880,Lum,M,10
1565,1880,Malachi,M,10
1566,1880,Newt,M,10
1567,1880,Noel,M,10
1568,1880,Orie,M,10
1569,1880,Palmer,M,10
1570,1880,Pinkney,M,10
1571,1880,Shirley,M,10
1572,1880,Sumner,M,10
1573,1880,Terry,M,10
1574,1880,Urban,M,10
1575,1880,Uriah,M,10
1576,1880,Valentine,M,10
1577,1880,Waldo,M,10
1578,1880,Warner,M,10
1579,1880,Wong,M,10
1580,1880,Zeb,M,10
1581,1880,Abel,M,9
1582,1880,Alden,M,9
1583,1880,Archer,M,9
1584,1880,Avery,M,9
1585,1880,Carson,M,9
1586,1880,Cullen,M,9
1587,1880,Doc,M,9
1588,1880,Eben,M,9
1589,1880,Elige,M,9
1590,1880,Elizabeth,M,9
1591,1880,Elmore,M,9
1592,1880,Ernst,M,9
1593,1880,Finis,M,9
1594,1880,Freddie,M,9
1595,1880,Godfrey,M,9
1596,1880,Guss,M,9
1597,1880,Hamp,M,9
1598,1880,Hermann,M,9
1599,1880,Isadore,M,9
1600,1880,Isreal,M,9
1601,1880,Jones,M,9
1602,1880,June,M,9
1603,1880,Lacy,M,9
1604,1880,Lafe,M,9
1605,1880,Leland,M,9
1606,1880,Llewellyn,M,9
1607,1880,Ludwig,M,9
1608,1880,Manford,M,9
1609,1880,Maxwell,M,9
1610,1880,Minnie,M,9
1611,1880,Obie,M,9
1612,1880,Octave,M,9
1613,1880,Orrin,M,9
1614,1880,Ossie,M,9
1615,1880,Oswald,M,9
1616,1880,Park,M,9
1617,1880,Parley,M,9
1618,1880,Ramon,M,9
1619,1880,Rice,M,9
1620,1880,Stonewall,M,9
1621,1880,Theo,M,9
1622,1880,Tillman,M,9
1623,1880,Addie,M,8
1624,1880,Aron,M,8
1625,1880,Ashley,M,8
1626,1880,Bernhard,M,8
1627,1880,Bertie,M,8
1628,1880,Berton,M,8
1629,1880,Buster,M,8
1630,1880,Butler,M,8
1631,1880,Carleton,M,8
1632,1880,Carrie,M,8
1633,1880,Clara,M,8
1634,1880,Clarance,M,8
1635,1880,Clare,M,8
1636,1880,Crawford,M,8
1637,1880,Danial,M,8
1638,1880,Dayton,M,8
1639,1880,Dolphus,M,8
1640,1880,Elder,M,8
1641,1880,Ephriam,M,8
1642,1880,Fayette,M,8
1643,1880,Felipe,M,8
1644,1880,Fernando,M,8
1645,1880,Flem,M,8
1646,1880,Florence,M,8
1647,1880,Ford,M,8
1648,1880,Harlan,M,8
1649,1880,Hayes,M,8
1650,1880,Henery,M,8
1651,1880,Hoy,M,8
1652,1880,Huston,M,8
1653,1880,Ida,M,8
1654,1880,Ivory,M,8
1655,1880,Jonah,M,8
1656,1880,Justin,M,8
1657,1880,Lenard,M,8
1658,1880,Leopold,M,8
1659,1880,Lionel,M,8
1660,1880,Manley,M,8
1661,1880,Marquis,M,8
1662,1880,Marshal,M,8
1663,1880,Mart,M,8
1664,1880,Odie,M,8
1665,1880,Olen,M,8
1666,1880,Oral,M,8
1667,1880,Orley,M,8
1668,1880,Otha,M,8
1669,1880,Press,M,8
1670,1880,Price,M,8
1671,1880,Quincy,M,8
1672,1880,Randall,M,8
1673,1880,Rich,M,8
1674,1880,Richmond,M,8
1675,1880,Romeo,M,8
1676,1880,Russel,M,8
1677,1880,Rutherford,M,8
1678,1880,Shade,M,8
1679,1880,Shelby,M,8
1680,1880,Solon,M,8
1681,1880,Thurman,M,8
1682,1880,Tilden,M,8
1683,1880,Troy,M,8
1684,1880,Woodson,M,8
1685,1880,Worth,M,8
1686,1880,Aden,M,7
1687,1880,Alcide,M,7
1688,1880,Alf,M,7
1689,1880,Algie,M,7
1690,1880,Arlie,M,7
1691,1880,Bart,M,7
1692,1880,Bedford,M,7
1693,1880,Benito,M,7
1694,1880,Billy,M,7
1695,1880,Bird,M,7
1696,1880,Birt,M,7
1697,1880,Bruno,M,7
1698,1880,Burley,M,7
1699,1880,Chancy,M,7
1700,1880,Claus,M,7
1701,1880,Cliff,M,7
1702,1880,Clovis,M,7
1703,1880,Connie,M,7
1704,1880,Creed,M,7
1705,1880,Delos,M,7
1706,1880,Duke,M,7
1707,1880,Eber,M,7
1708,1880,Eligah,M,7
1709,1880,Elliot,M,7
1710,1880,Elton,M,7
1711,1880,Emmitt,M,7
1712,1880,Gene,M,7
1713,1880,Golden,M,7
1714,1880,Hal,M,7
1715,1880,Hardin,M,7
1716,1880,Harman,M,7
1717,1880,Hervey,M,7
1718,1880,Hollis,M,7
1719,1880,Ivey,M,7
1720,1880,Jennie,M,7
1721,1880,Len,M,7
1722,1880,Lindsay,M,7
1723,1880,Lonie,M,7
1724,1880,Lyle,M,7
1725,1880,Mac,M,7
1726,1880,Mal,M,7
1727,1880,Math,M,7
1728,1880,Miller,M,7
1729,1880,Orson,M,7
1730,1880,Osborne,M,7
1731,1880,Percival,M,7
1732,1880,Pleas,M,7
1733,1880,Ples,M,7
1734,1880,Rafael,M,7
1735,1880,Raoul,M,7
1736,1880,Roderick,M,7
1737,1880,Rose,M,7
1738,1880,Shelton,M,7
1739,1880,Sid,M,7
1740,1880,Theron,M,7
1741,1880,Tobias,M,7
1742,1880,Toney,M,7
1743,1880,Tyler,M,7
1744,1880,Vance,M,7
1745,1880,Vivian,M,7
1746,1880,Walton,M,7
1747,1880,Watt,M,7
1748,1880,Weaver,M,7
1749,1880,Wilton,M,7
1750,1880,Adolf,M,6
1751,1880,Albin,M,6
1752,1880,Albion,M,6
1753,1880,Allison,M,6
1754,1880,Alpha,M,6
1755,1880,Alpheus,M,6
1756,1880,Anastacio,M,6
1757,1880,Andre,M,6
1758,1880,Annie,M,6
1759,1880,Arlington,M,6
1760,1880,Armand,M,6
1761,1880,Asberry,M,6
1762,1880,Asbury,M,6
1763,1880,Asher,M,6
1764,1880,Augustin,M,6
1765,1880,Auther,M,6
1766,1880,Author,M,6
1767,1880,Ballard,M,6
1768,1880,Blas,M,6
1769,1880,Caesar,M,6
1770,1880,Candido,M,6
1771,1880,Cato,M,6
1772,1880,Clarke,M,6
1773,1880,Clemente,M,6
1774,1880,Colin,M,6
1775,1880,Commodore,M,6
1776,1880,Cora,M,6
1777,1880,Coy,M,6
1778,1880,Cruz,M,6
1779,1880,Curt,M,6
1780,1880,Damon,M,6
1781,1880,Davie,M,6
1782,1880,Delmar,M,6
1783,1880,Dexter,M,6
1784,1880,Dora,M,6
1785,1880,Doss,M,6
1786,1880,Drew,M,6
1787,1880,Edson,M,6
1788,1880,Elam,M,6
1789,1880,Elihu,M,6
1790,1880,Eliza,M,6
1791,1880,Elsie,M,6
1792,1880,Erie,M,6
1793,1880,Ernie,M,6
1794,1880,Ethel,M,6
1795,1880,Ferd,M,6
1796,1880,Friend,M,6
1797,1880,Garry,M,6
1798,1880,Gary,M,6
1799,1880,Grace,M,6
1800,1880,Gustaf,M,6
1801,1880,Hallie,M,6
1802,1880,Hampton,M,6
1803,1880,Harrie,M,6
1804,1880,Hattie,M,6
1805,1880,Hence,M,6
1806,1880,Hillard,M,6
1807,1880,Hollie,M,6
1808,1880,Holmes,M,6
1809,1880,Hope,M,6
1810,1880,Hyman,M,6
1811,1880,Ishmael,M,6
1812,1880,Jarrett,M,6
1813,1880,Jessee,M,6
1814,1880,Joeseph,M,6
1815,1880,Junious,M,6
1816,1880,Kirk,M,6
1817,1880,Levy,M,6
1818,1880,Mervin,M,6
1819,1880,Michel,M,6
1820,1880,Milford,M,6
1821,1880,Mitchel,M,6
1822,1880,Nellie,M,6
1823,1880,Noble,M,6
1824,1880,Obed,M,6
1825,1880,Oda,M,6
1826,1880,Orren,M,6
1827,1880,Ottis,M,6
1828,1880,Rafe,M,6
1829,1880,Redden,M,6
1830,1880,Reese,M,6
1831,1880,Rube,M,6
1832,1880,Ruby,M,6
1833,1880,Rupert,M,6
1834,1880,Salomon,M,6
1835,1880,Sammie,M,6
1836,1880,Sanders,M,6
1837,1880,Soloman,M,6
1838,1880,Stacy,M,6
1839,1880,Stanford,M,6
1840,1880,Stanton,M,6
1841,1880,Thad,M,6
1842,1880,Titus,M,6
1843,1880,Tracy,M,6
1844,1880,Vernie,M,6
1845,1880,Wendell,M,6
1846,1880,Wilhelm,M,6
1847,1880,Willian,M,6
1848,1880,Yee,M,6
1849,1880,Zeke,M,6
1850,1880,Ab,M,5
1851,1880,Abbott,M,5
1852,1880,Agustus,M,5
1853,1880,Albertus,M,5
1854,1880,Almer,M,5
1855,1880,Alphonso,M,5
1856,1880,Alvia,M,5
1857,1880,Artie,M,5
1858,1880,Arvid,M,5
1859,1880,Ashby,M,5
1860,1880,Augusta,M,5
1861,1880,Aurthur,M,5
1862,1880,Babe,M,5
1863,1880,Baldwin,M,5
1864,1880,Barnett,M,5
1865,1880,Bartholomew,M,5
1866,1880,Barton,M,5
1867,1880,Bernie,M,5
1868,1880,Blaine,M,5
1869,1880,Boston,M,5
1870,1880,Brad,M,5
1871,1880,Bradford,M,5
1872,1880,Bradley,M,5
1873,1880,Brooks,M,5
1874,1880,Buck,M,5
1875,1880,Budd,M,5
1876,1880,Ceylon,M,5
1877,1880,Chalmers,M,5
1878,1880,Chesley,M,5
1879,1880,Chin,M,5
1880,1880,Cleo,M,5
1881,1880,Crockett,M,5
1882,1880,Cyril,M,5
1883,1880,Daisy,M,5
1884,1880,Denver,M,5
1885,1880,Dow,M,5
1886,1880,Duff,M,5
1887,1880,Edie,M,5
1888,1880,Edith,M,5
1889,1880,Elick,M,5
1890,1880,Elie,M,5
1891,1880,Eliga,M,5
1892,1880,Eliseo,M,5
1893,1880,Elroy,M,5
1894,1880,Ely,M,5
1895,1880,Ennis,M,5
1896,1880,Enrique,M,5
1897,1880,Erasmus,M,5
1898,1880,Esau,M,5
1899,1880,Everette,M,5
1900,1880,Firman,M,5
1901,1880,Fleming,M,5
1902,1880,Flora,M,5
